Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QA","Élevage","32","Cameroun","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","52687","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","33","Canada","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","170759","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","40","Chili","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","110261","","Donnée officielle"
"QA","Élevage","351","Chine","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5191439","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"QA","Élevage","96","Chine - RAS de Hong-Kong","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1303","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","128","Chine - RAS de Macao","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","780","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","41","Chine, continentale","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5093355","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","214","Chine, Taiwan Province de","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","96001","","Donnée officielle"
"QA","Élevage","50","Chypre","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","2898","","Donnée officielle"
"QA","Élevage","44","Colombie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","173488","","Donnée officielle"
"QA","Élevage","45","Comores","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","547","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","46","Congo","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3009","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","48","Costa Rica","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","25525","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","107","Côte d'Ivoire","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","73307","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","98","Croatie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","10881","","Donnée officielle"
"QA","Élevage","49","Cuba","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","25614","","Donnée officielle"
"QA","Élevage","54","Danemark","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","19351","","Donnée officielle"
"QA","Élevage","55","Dominique","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","199","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","59","Égypte","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","162988","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","60","El Salvador","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","17625","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","225","Émirats arabes unis","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","24130","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","58","Équateur","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","158473","","Donnée officielle"
"QA","Élevage","178","Érythrée","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1144","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","63","Estonie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","2059","","Donnée officielle"
"QA","Élevage","209","Eswatini","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3917","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","231","États-Unis d'Amérique","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1972088","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","238","Éthiopie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","62106","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","185","Fédération de Russie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","507050","","Donnée officielle"
"QA","Élevage","66","Fidji","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5383","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","67","Finlande","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","9205","","Donnée officielle"
"QA","Élevage","68","France","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","239290","","Donnée officielle"
"QA","Élevage","74","Gabon","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3185","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","75","Gambie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1387","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","73","Géorgie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","8220","","Donnée officielle"
"QA","Élevage","81","Ghana","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","81955","","Donnée officielle"
"QA","Élevage","84","Grèce","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","37300","","Donnée officielle"
"QA","Élevage","86","Grenade","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","275","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","89","Guatemala","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","36658","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","90","Guinée","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","33720","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","61","Guinée équatoriale","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","377","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","175","Guinée-Bissau","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","2074","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","91","Guyana","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","28486","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","93","Haïti","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5811","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","95","Honduras","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","46810","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","97","Hongrie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","31844","","Donnée officielle"
"QA","Élevage","47","Îles Cook","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","25","Îles Salomon","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","245","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","100","Inde","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","791102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","101","Indonésie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3700618","","Donnée officielle"
"QA","Élevage","102","Iran (République islamique d')","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1065487","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","103","Iraq","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","54161","","Donnée officielle"
"QA","Élevage","99","Islande","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","228","","Donnée officielle"
"QA","Élevage","105","Israël","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","45752","","Donnée officielle"
"QA","Élevage","109","Jamaïque","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","14263","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","110","Japon","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","323126","","Donnée officielle"
"QA","Élevage","112","Jordanie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","29491","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","108","Kazakhstan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","42782","","Donnée officielle"
"QA","Élevage","114","Kenya","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","52219","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","113","Kirghizistan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","4567","","Donnée officielle"
"QA","Élevage","83","Kiribati","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","686","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","118","Koweït","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","53562","","Donnée officielle"
"QA","Élevage","122","Lesotho","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","447","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","119","Lettonie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","2303","","Donnée officielle"
"QA","Élevage","121","Liban","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","70490","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","123","Libéria","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","8947","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","124","Libye","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","36168","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","126","Lituanie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","10204","","Donnée officielle"
"QA","Élevage","256","Luxembourg","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","123","","Donnée officielle"
"QA","Élevage","154","Macédoine du Nord","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1828","","Donnée officielle"
"QA","Élevage","129","Madagascar","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","39134","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","131","Malaisie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","260826","","Donnée officielle"
"QA","Élevage","130","Malawi","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","18549","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","133","Mali","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","47255","","Donnée officielle"
"QA","Élevage","143","Maroc","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","204546","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","137","Maurice","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","16395","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","136","Mauritanie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","4655","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","138","Mexique","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","568372","","Donnée officielle"
"QA","Élevage","145","Micronésie (États fédérés de)","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","191","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","141","Mongolie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","878","","Donnée officielle"
"QA","Élevage","273","Monténégro","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","666","","Donnée officielle"
"QA","Élevage","144","Mozambique","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","18831","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","28","Myanmar","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","361243","","Donnée officielle"
"QA","Élevage","147","Namibie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","4368","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","148","Nauru","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","149","Népal","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","72245","","Donnée officielle"
"QA","Élevage","157","Nicaragua","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","23794","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","158","Niger","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","19359","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","159","Nigéria","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","181907","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","160","Nioué","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","162","Norvège","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","15598","","Donnée officielle"
"QA","Élevage","153","Nouvelle-Calédonie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","485","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","156","Nouvelle-Zélande","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","24162","","Donnée officielle"
"QA","Élevage","221","Oman","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","4857","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","226","Ouganda","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","36494","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","235","Ouzbékistan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","65619","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","165","Pakistan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","1210000","","Donnée officielle"
"QA","Élevage","299","Palestine","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","10838","","Donnée officielle"
"QA","Élevage","166","Panama","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","26278","","Donnée officielle"
"QA","Élevage","168","Papouasie-Nouvelle-Guinée","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","4613","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","169","Paraguay","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","21280","","Donnée officielle"
"QA","Élevage","170","Pérou","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","160659","","Donnée officielle"
"QA","Élevage","171","Philippines","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","175772","","Donnée officielle"
"QA","Élevage","173","Pologne","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","182200","","Donnée officielle"
"QA","Élevage","70","Polynésie française","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","327","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","177","Porto Rico","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","15382","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","179","Qatar","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","9465","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","212","République arabe syrienne","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","16477","","Donnée officielle"
"QA","Élevage","37","République centrafricaine","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","7740","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","117","République de Corée","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","172993","","Donnée officielle"
"QA","Élevage","146","République de Moldova","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","40000","F","Estimation FAO"
"QA","Élevage","250","République démocratique du Congo","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","18443","","Donnée officielle"
"QA","Élevage","120","République démocratique populaire lao","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","39218","","Donnée officielle"
"QA","Élevage","56","République dominicaine","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","184574","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","116","République populaire démocratique de Corée","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","15121","","Donnée officielle"
"QA","Élevage","215","République-Unie de Tanzanie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","37992","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","183","Roumanie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","73289","","Donnée officielle"
"QA","Élevage","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","178000","","Donnée officielle"
"QA","Élevage","184","Rwanda","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5442","","Donnée officielle"
"QA","Élevage","189","Sainte-Lucie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","466","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","188","Saint-Kitts-et-Nevis","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","191","Saint-Vincent-et-les Grenadines","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","250","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","244","Samoa","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","504","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","193","Sao Tomé-et-Principe","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","319","","Donnée officielle"
"QA","Élevage","195","Sénégal","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","72523","","Donnée officielle"
"QA","Élevage","272","Serbie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","15685","","Donnée officielle"
"QA","Élevage","196","Seychelles","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","68","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","197","Sierra Leone","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","22599","","Donnée officielle"
"QA","Élevage","200","Singapour","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3735","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","199","Slovaquie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","13030","","Donnée officielle"
"QA","Élevage","198","Slovénie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3866","","Donnée officielle"
"QA","Élevage","201","Somalie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","3694","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","276","Soudan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","49294","","Donnée officielle"
"QA","Élevage","277","Soudan du Sud","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","15000","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","38","Sri Lanka","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","20531","","Donnée officielle"
"QA","Élevage","210","Suède","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","9196","","Donnée officielle"
"QA","Élevage","211","Suisse","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","11535","","Donnée officielle"
"QA","Élevage","207","Suriname","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","6362","","Donnée officielle"
"QA","Élevage","208","Tadjikistan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","6636","","Donnée officielle"
"QA","Élevage","39","Tchad","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","6237","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","167","Tchéquie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","22428","","Donnée officielle"
"QA","Élevage","216","Thaïlande","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","277994","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","176","Timor-Leste","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","941","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","217","Togo","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","31801","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","218","Tokélaou","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","219","Tonga","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","345","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","220","Trinité-et-Tobago","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","37841","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","222","Tunisie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","91584","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","213","Turkménistan","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","16780","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","223","Turquie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","353561","","Donnée officielle"
"QA","Élevage","227","Tuvalu","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","55","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","230","Ukraine","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","186737","","Donnée officielle"
"QA","Élevage","234","Uruguay","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","31678","","Donnée officielle"
"QA","Élevage","155","Vanuatu","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","939","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","236","Venezuela (République bolivarienne du)","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","122897","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","237","Viet Nam","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","316916","","Donnée officielle"
"QA","Élevage","249","Yémen","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","66431","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","251","Zambie","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","41191","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QA","Élevage","181","Zimbabwe","5112","Réserves","1057","Poulets","2018","2018","1000 têtes","10357","Im","Données de la FAO basées sur une méthodologie d'imputation"
